Group Report - Group All params,,,,,,
,,,,,,
Date,Time,US Embassy-New Delhi,US Consulate-Chennai,US Consulate-Kolkata,US Consulate-Mumbai,US Consulate-Hyderabad
,,PM2.5_Delhi,PM2.5_Chennai,PM2.5_Kolkata,PM2.5_Mum,PM2.5_HYD
,,µg/m3,µg/m3,µg/m3,µg/m3,µg/m3
27/02/2015,9:00 PM,55,24,40,46,---
27/02/2015,10:00 PM,65,20,41,45,---
27/02/2015,11:00 PM,68,24,42,48,46
27/02/2015 24:00 AM,,60,25,37,44,43
28/02/2015,1:00 AM,50,10,34,44,InVld
28/02/2015,2:00 AM,55,23,33,51,---
28/02/2015,3:00 AM,57,24,27,93,---
28/02/2015,4:00 AM,55,29,20,86,---
28/02/2015,5:00 AM,56,23,26,85,---
28/02/2015,6:00 AM,59,20,31,78,---
28/02/2015,7:00 AM,72,30,40,61,---
28/02/2015,8:00 AM,84,27,36,81,---
28/02/2015,9:00 AM,108,19,30,75,---
28/02/2015,10:00 AM,140,12,36,51,---
28/02/2015,11:00 AM,131,---,31,38,---
28/02/2015,12:00 PM,125,30,31,---,54
28/02/2015,1:00 PM,84,88,37,31,42
28/02/2015,2:00 PM,58,44,27,InVld,41
28/02/2015,3:00 PM,59,32,31,23,31
28/02/2015,4:00 PM,59,27,25,33,27
28/02/2015,5:00 PM,38,28,29,47,45
28/02/2015,6:00 PM,29,34,34,33,45
28/02/2015,7:00 PM,39,29,31,29,44
28/02/2015,8:00 PM,120,27,37,38,40
28/02/2015,9:00 PM,147,24,37,19,---
28/02/2015,10:00 PM,181,22,32,22,35
28/02/2015,11:00 PM,201,29,27,19,37
28/02/2015 24:00 AM,,202,22,28,16,38
1/3/2015,1:00 AM,231,26,24,8,32
1/3/2015,2:00 AM,230,25,31,5,28
1/3/2015,3:00 AM,161,22,32,4,28
1/3/2015,4:00 AM,75,21,37,5,34
1/3/2015,5:00 AM,22,27,19,5,---
1/3/2015,6:00 AM,10,26,26,6,34
1/3/2015,7:00 AM,9,27,32,11,41
1/3/2015,8:00 AM,21,21,22,17,50
1/3/2015,9:00 AM,NoData,NoData,NoData,NoData,NoData
1/3/2015,10:00 AM,NoData,NoData,NoData,NoData,NoData
1/3/2015,11:00 AM,NoData,NoData,NoData,NoData,NoData
1/3/2015,12:00 PM,NoData,NoData,NoData,NoData,NoData
1/3/2015,1:00 PM,NoData,NoData,NoData,NoData,NoData
1/3/2015,2:00 PM,NoData,NoData,NoData,NoData,NoData
1/3/2015,3:00 PM,NoData,NoData,NoData,NoData,NoData
1/3/2015,4:00 PM,NoData,NoData,NoData,NoData,NoData
1/3/2015,5:00 PM,NoData,NoData,NoData,NoData,NoData
1/3/2015,6:00 PM,NoData,NoData,NoData,NoData,NoData
1/3/2015,7:00 PM,NoData,NoData,NoData,NoData,NoData
1/3/2015,8:00 PM,NoData,NoData,NoData,NoData,NoData
1/3/2015,9:00 PM,NoData,NoData,NoData,NoData,NoData
1/3/2015,10:00 PM,NoData,NoData,NoData,NoData,NoData
1/3/2015,11:00 PM,NoData,NoData,NoData,NoData,NoData
01/03/2015 24:00 AM,,NoData,NoData,NoData,NoData,NoData
2/3/2015,1:00 AM,NoData,NoData,NoData,NoData,NoData
2/3/2015,2:00 AM,NoData,NoData,NoData,NoData,NoData
2/3/2015,3:00 AM,NoData,NoData,NoData,NoData,NoData
2/3/2015,4:00 AM,NoData,NoData,NoData,NoData,NoData
2/3/2015,5:00 AM,NoData,NoData,NoData,NoData,NoData
2/3/2015,6:00 AM,NoData,NoData,NoData,NoData,NoData
2/3/2015,7:00 AM,NoData,NoData,NoData,NoData,NoData
2/3/2015,8:00 AM,NoData,NoData,NoData,NoData,NoData
2/3/2015,9:00 AM,1,7,47,27,50
2/3/2015,10:00 AM,NoData,NoData,NoData,NoData,NoData
2/3/2015,11:00 AM,41,11,48,27,51
2/3/2015,12:00 PM,39,---,32,---,---
2/3/2015,1:00 PM,36,13,37,35,25
2/3/2015,2:00 PM,26,17,35,24,29
2/3/2015,3:00 PM,17,12,40,32,21
2/3/2015,4:00 PM,22,---,43,---,---
2/3/2015,5:00 PM,45,18,42,---,27
2/3/2015,6:00 PM,35,20,39,InVld,---
2/3/2015,7:00 PM,16,22,91,43,---
2/3/2015,8:00 PM,26,17,62,InVld,---
2/3/2015,9:00 PM,52,16,53,59,74
2/3/2015,10:00 PM,50,20,59,75,77
2/3/2015,11:00 PM,39,11,65,89,119
02/03/2015 24:00 AM,,45,20,57,96,---
3/3/2015,1:00 AM,40,18,54,101,---
3/3/2015,2:00 AM,37,22,60,82,---
3/3/2015,3:00 AM,38,18,53,82,---
3/3/2015,4:00 AM,40,22,77,96,---
3/3/2015,5:00 AM,46,21,101,89,38
3/3/2015,6:00 AM,47,44,92,87,43
3/3/2015,7:00 AM,68,51,96,136,39
3/3/2015,8:00 AM,58,66,122,112,---
3/3/2015,9:00 AM,67,44,132,105,InVld
3/3/2015,10:00 AM,71,15,122,93,40
3/3/2015,11:00 AM,92,18,113,42,53
3/3/2015,12:00 PM,94,27,99,38,71
3/3/2015,1:00 PM,90,26,76,---,49
3/3/2015,2:00 PM,84,25,55,28,---
3/3/2015,3:00 PM,66,17,50,25,27
3/3/2015,4:00 PM,53,23,46,---,23
3/3/2015,5:00 PM,39,19,54,---,24
3/3/2015,6:00 PM,30,22,54,32,27
3/3/2015,7:00 PM,42,26,70,33,33
3/3/2015,8:00 PM,45,20,93,46,41
3/3/2015,9:00 PM,65,21,130,37,51
3/3/2015,10:00 PM,87,16,114,35,39
3/3/2015,11:00 PM,92,16,112,51,47
03/03/2015 24:00 AM,,76,15,103,79,45
4/3/2015,1:00 AM,77,15,116,75,41
4/3/2015,2:00 AM,87,14,163,72,44
4/3/2015,3:00 AM,81,14,141,65,39
4/3/2015,4:00 AM,69,21,126,79,57
4/3/2015,5:00 AM,78,36,121,InVld,42
4/3/2015,6:00 AM,108,35,117,67,52
4/3/2015,7:00 AM,127,52,83,75,48
4/3/2015,8:00 AM,176,43,88,120,61
4/3/2015,9:00 AM,171,46,104,107,49
4/3/2015,10:00 AM,173,---,64,---,---
4/3/2015,11:00 AM,125,17,57,60,38
4/3/2015,12:00 PM,103,21,52,40,32
4/3/2015,1:00 PM,45,9,54,34,36
4/3/2015,2:00 PM,21,18,44,---,38
4/3/2015,3:00 PM,26,14,46,---,42
4/3/2015,4:00 PM,20,20,46,44,48
4/3/2015,5:00 PM,21,19,45,46,50
4/3/2015,6:00 PM,20,22,46,39,---
4/3/2015,7:00 PM,37,27,58,45,---
4/3/2015,8:00 PM,59,---,56,---,---
4/3/2015,9:00 PM,91,23,72,39,---
4/3/2015,10:00 PM,111,19,91,48,---
4/3/2015,11:00 PM,138,11,103,49,---
04/03/2015 24:00 AM,,143,20,100,48,42
5/3/2015,1:00 AM,150,9,85,41,---
5/3/2015,2:00 AM,138,16,101,52,42
5/3/2015,3:00 AM,131,19,96,69,65
5/3/2015,4:00 AM,124,19,72,69,InVld
5/3/2015,5:00 AM,121,25,47,76,58
5/3/2015,6:00 AM,118,37,53,95,59
5/3/2015,7:00 AM,123,40,39,120,71
5/3/2015,8:00 AM,143,38,47,169,---
5/3/2015,9:00 AM,110,---,39,123,69
5/3/2015,10:00 AM,60,---,32,---,---
5/3/2015,11:00 AM,50,12,26,111,---
5/3/2015,12:00 PM,55,---,27,85,50
5/3/2015,1:00 PM,44,20,32,72,52
5/3/2015,2:00 PM,38,14,35,---,52
5/3/2015,3:00 PM,NoData,NoData,NoData,NoData,NoData
5/3/2015,4:00 PM,47,20,36,72,43
5/3/2015,5:00 PM,21,14,43,77,46
5/3/2015,6:00 PM,32,20,43,100,---
5/3/2015,7:00 PM,64,21,54,68,43
5/3/2015,8:00 PM,91,11,77,78,---
5/3/2015,9:00 PM,161,26,109,---,58
5/3/2015,10:00 PM,157,18,102,130,---
5/3/2015,11:00 PM,142,23,113,176,62
05/03/2015 24:00 AM,,169,15,116,240,58
6/3/2015,1:00 AM,231,15,140,289,59
6/3/2015,2:00 AM,381,14,169,381,---
6/3/2015,3:00 AM,374,13,174,528,44
6/3/2015,4:00 AM,88,18,90,475,52
6/3/2015,5:00 AM,70,15,80,426,43
6/3/2015,6:00 AM,61,17,85,315,InVld
6/3/2015,7:00 AM,59,20,84,338,InVld
6/3/2015,8:00 AM,62,34,65,228,InVld
6/3/2015,9:00 AM,79,11,89,161,InVld
6/3/2015,10:00 AM,71,12,75,91,InVld
6/3/2015,11:00 AM,40,11,52,---,InVld
6/3/2015,12:00 PM,24,13,46,100,InVld
6/3/2015,1:00 PM,31,11,52,78,InVld
6/3/2015,2:00 PM,24,18,45,71,27
6/3/2015,3:00 PM,25,InVld,45,68,31
6/3/2015,4:00 PM,26,18,39,56,58
6/3/2015,5:00 PM,30,---,43,---,---
6/3/2015,6:00 PM,37,17,50,60,---
6/3/2015,7:00 PM,30,20,58,50,---
6/3/2015,8:00 PM,40,15,83,---,---
6/3/2015,9:00 PM,52,18,100,71,---
6/3/2015,10:00 PM,42,13,134,InVld,---
6/3/2015,11:00 PM,43,11,134,InVld,---
06/03/2015 24:00 AM,,47,13,156,78,53
7/3/2015,1:00 AM,51,14,136,---,---
7/3/2015,2:00 AM,51,13,118,105,---
7/3/2015,3:00 AM,52,12,115,118,---
7/3/2015,4:00 AM,52,13,92,86,---
7/3/2015,5:00 AM,51,---,82,---,---
7/3/2015,6:00 AM,52,38,97,68,---
7/3/2015,7:00 AM,55,47,114,63,---
7/3/2015,8:00 AM,78,54,140,84,---
7/3/2015,9:00 AM,94,41,113,---,---
7/3/2015,10:00 AM,58,14,74,---,34
7/3/2015,11:00 AM,53,14,54,---,28
7/3/2015,12:00 PM,35,11,49,---,43
7/3/2015,1:00 PM,20,14,38,---,39
7/3/2015,2:00 PM,26,21,46,---,InVld
7/3/2015,3:00 PM,21,91,37,---,32
7/3/2015,4:00 PM,30,28,44,---,35
7/3/2015,5:00 PM,36,12,44,55,InVld
7/3/2015,6:00 PM,38,14,43,45,29
7/3/2015,7:00 PM,42,20,56,---,---
7/3/2015,8:00 PM,57,23,85,67,---
7/3/2015,9:00 PM,98,21,110,---,---
7/3/2015,10:00 PM,50,14,106,61,---
7/3/2015,11:00 PM,47,18,85,64,68
07/03/2015 24:00 AM,,43,15,81,72,67
8/3/2015,1:00 AM,36,20,117,66,---
8/3/2015,2:00 AM,37,12,152,64,53
8/3/2015,3:00 AM,37,17,165,59,---
8/3/2015,4:00 AM,33,16,199,57,42
8/3/2015,5:00 AM,44,41,154,59,52
8/3/2015,6:00 AM,43,41,149,62,---
8/3/2015,7:00 AM,54,48,165,75,---
8/3/2015,8:00 AM,52,59,140,101,---
8/3/2015,9:00 AM,74,50,92,54,---
8/3/2015,10:00 AM,72,12,69,51,62
8/3/2015,11:00 AM,52,14,59,61,58
8/3/2015,12:00 PM,39,---,51,---,45
8/3/2015,1:00 PM,16,21,62,NoData,40
8/3/2015,2:00 PM,7,---,50,---,---
8/3/2015,3:00 PM,13,18,45,51,38
8/3/2015,4:00 PM,16,17,48,73,30
8/3/2015,5:00 PM,18,---,32,67,---
8/3/2015,6:00 PM,22,19,37,73,33
8/3/2015,7:00 PM,29,28,51,71,38
8/3/2015,8:00 PM,25,28,71,79,---
8/3/2015,9:00 PM,27,26,108,71,---
8/3/2015,10:00 PM,32,21,147,73,33
8/3/2015,11:00 PM,27,28,142,81,30
08/03/2015 24:00 AM,,33,22,167,94,63
9/3/2015,1:00 AM,39,24,189,75,29
9/3/2015,2:00 AM,58,---,149,---,---
9/3/2015,3:00 AM,57,25,121,51,---
9/3/2015,4:00 AM,56,22,126,42,---
9/3/2015,5:00 AM,46,21,130,38,---
9/3/2015,6:00 AM,51,37,118,43,33
9/3/2015,7:00 AM,56,80,114,53,43
9/3/2015,8:00 AM,61,---,138,67,---
9/3/2015,9:00 AM,62,74,114,70,---
9/3/2015,10:00 AM,59,69,72,66,---
9/3/2015,11:00 AM,59,---,62,---,71
9/3/2015,12:00 PM,30,42,48,---,---
9/3/2015,1:00 PM,24,42,59,---,---
9/3/2015,2:00 PM,30,43,57,67,95
9/3/2015,3:00 PM,34,43,46,---,89
9/3/2015,4:00 PM,26,47,59,---,75
9/3/2015,5:00 PM,27,38,52,---,83
9/3/2015,6:00 PM,30,38,70,---,89
9/3/2015,7:00 PM,34,50,87,---,92
9/3/2015,8:00 PM,44,41,112,---,87
9/3/2015,9:00 PM,44,---,171,---,---
9/3/2015,10:00 PM,54,45,157,---,123
9/3/2015,11:00 PM,77,41,169,---,89
09/03/2015 24:00 AM,,82,47,234,---,75
10/3/2015,1:00 AM,68,42,262,---,52
10/3/2015,2:00 AM,71,42,300,---,47
10/3/2015,3:00 AM,63,46,248,---,48
10/3/2015,4:00 AM,74,---,188,---,43
10/3/2015,5:00 AM,85,40,177,---,43
10/3/2015,6:00 AM,84,42,176,---,---
10/3/2015,7:00 AM,74,41,167,---,---
10/3/2015,8:00 AM,113,109,185,---,55
10/3/2015,9:00 AM,111,85,142,---,---
10/3/2015,10:00 AM,95,38,97,---,---
10/3/2015,11:00 AM,89,48,72,---,52
10/3/2015,12:00 PM,77,38,49,---,58
10/3/2015,1:00 PM,73,30,52,---,---
10/3/2015,2:00 PM,60,---,48,---,---
10/3/2015,3:00 PM,58,39,41,---,---
10/3/2015,4:00 PM,52,38,37,---,60
10/3/2015,5:00 PM,52,36,42,---,InVld
10/3/2015,6:00 PM,49,43,56,---,45
10/3/2015,7:00 PM,49,38,66,---,64
10/3/2015,8:00 PM,70,38,86,---,90
10/3/2015,9:00 PM,93,34,159,---,95
10/3/2015,10:00 PM,123,28,185,---,87
10/3/2015,11:00 PM,125,26,166,---,82
10/03/2015 24:00 AM,,143,24,193,---,89
11/3/2015,1:00 AM,113,26,239,---,65
11/3/2015,2:00 AM,104,20,175,---,66
11/3/2015,3:00 AM,96,27,155,---,58
11/3/2015,4:00 AM,126,56,118,---,55
11/3/2015,5:00 AM,147,---,124,---,49
11/3/2015,6:00 AM,174,67,174,---,58
11/3/2015,7:00 AM,200,82,189,---,77
11/3/2015,8:00 AM,165,81,131,---,76
11/3/2015,9:00 AM,151,78,104,---,52
11/3/2015,10:00 AM,112,64,88,---,44
11/3/2015,11:00 AM,88,29,61,---,43
11/3/2015,12:00 PM,75,27,54,---,---
11/3/2015,1:00 PM,67,29,38,---,---
11/3/2015,2:00 PM,71,24,39,---,---
11/3/2015,3:00 PM,78,29,50,---,---
11/3/2015,4:00 PM,67,36,53,---,InVld
11/3/2015,5:00 PM,67,42,64,---,44
11/3/2015,6:00 PM,59,36,58,---,42
11/3/2015,7:00 PM,69,37,61,---,55
11/3/2015,8:00 PM,108,34,70,---,54
11/3/2015,9:00 PM,108,30,83,---,69
11/3/2015,10:00 PM,128,31,100,---,75
11/3/2015,11:00 PM,143,30,138,---,95
11/03/2015 24:00 AM,,159,30,169,---,86
12/3/2015,1:00 AM,174,27,169,---,65
12/3/2015,2:00 AM,171,26,177,---,58
12/3/2015,3:00 AM,195,27,143,---,61
12/3/2015,4:00 AM,272,32,178,---,62
12/3/2015,5:00 AM,302,32,136,---,78
12/3/2015,6:00 AM,267,33,110,---,50
12/3/2015,7:00 AM,247,30,98,---,58
12/3/2015,8:00 AM,205,32,84,---,71
12/3/2015,9:00 AM,196,---,62,---,60
12/3/2015,10:00 AM,142,29,71,---,49
12/3/2015,11:00 AM,76,32,58,---,52
12/3/2015,12:00 PM,75,27,89,---,---
12/3/2015,1:00 PM,108,26,69,---,InVld
12/3/2015,2:00 PM,72,36,51,---,56
12/3/2015,3:00 PM,63,30,58,---,51
12/3/2015,4:00 PM,36,31,57,---,56
12/3/2015,5:00 PM,45,36,61,---,59
12/3/2015,6:00 PM,39,44,67,---,56
12/3/2015,7:00 PM,39,46,90,---,57
12/3/2015,8:00 PM,89,52,91,---,71
12/3/2015,9:00 PM,69,38,155,---,69
12/3/2015,10:00 PM,87,42,181,---,64
12/3/2015,11:00 PM,104,39,250,---,62
12/03/2015 24:00 AM,,120,38,127,---,80
13/03/2015,1:00 AM,140,36,133,---,65
13/03/2015,2:00 AM,112,33,146,---,60
13/03/2015,3:00 AM,112,27,134,---,61
13/03/2015,4:00 AM,135,37,107,---,61
13/03/2015,5:00 AM,229,35,114,---,49
13/03/2015,6:00 AM,202,40,122,---,75
13/03/2015,7:00 AM,224,72,168,---,88
13/03/2015,8:00 AM,228,94,205,---,100
13/03/2015,9:00 AM,208,25,177,---,77
13/03/2015,10:00 AM,171,21,120,---,46
13/03/2015,11:00 AM,155,35,68,---,46
13/03/2015,12:00 PM,122,26,56,---,47
13/03/2015,1:00 PM,108,33,55,---,---
13/03/2015,2:00 PM,116,31,46,---,45
13/03/2015,3:00 PM,141,---,54,---,53
13/03/2015,4:00 PM,108,29,55,44,51
13/03/2015,5:00 PM,83,23,53,54,59
13/03/2015,6:00 PM,87,36,68,---,69
13/03/2015,7:00 PM,96,36,105,---,68
13/03/2015,8:00 PM,104,33,115,72,86
13/03/2015,9:00 PM,57,41,112,80,89
13/03/2015,10:00 PM,50,31,90,122,83
13/03/2015,11:00 PM,66,34,85,---,69
13/03/2015 24:00 AM,,38,33,86,158,61
14/03/2015,1:00 AM,51,25,90,InVld,53
14/03/2015,2:00 AM,49,31,96,178,53
14/03/2015,3:00 AM,55,31,91,155,59
14/03/2015,4:00 AM,90,27,98,103,61
14/03/2015,5:00 AM,98,34,90,59,50
14/03/2015,6:00 AM,109,22,96,58,62
14/03/2015,7:00 AM,123,33,84,66,75
14/03/2015,8:00 AM,137,29,83,47,87
14/03/2015,9:00 AM,109,InVld,83,33,74
14/03/2015,10:00 AM,61,26,111,28,56
14/03/2015,11:00 AM,46,25,67,23,58
14/03/2015,12:00 PM,56,27,62,---,52
14/03/2015,1:00 PM,94,InVld,60,38,35
14/03/2015,2:00 PM,44,23,63,---,31
14/03/2015,3:00 PM,22,18,59,---,26
